MGI:97394	Oat	MGI:2150441	Oat<tm1Dva>	MGI:2150441	Oat<tm1Dva>	involves: 129S7/SvEvBrd # C57BL/6J	survival: perinatal lethality	29269	TAS					survival: perinatal lethality
MGI:97394	Oat	MGI:2150441	Oat<tm1Dva>	MGI:2150441	Oat<tm1Dva>	involves: 129S7/SvEvBrd # C57BL/6J	metabolism: other metabolic defect	29269	TAS					survival: postnatal lethality
MGI:97394	Oat	MGI:2150441	Oat<tm1Dva>	MGI:2150441	Oat<tm1Dva>	involves: 129S7/SvEvBrd # C57BL/6J	eye: dysmorphology	29269	TAS					survival: premature death
MGI:97394	Oat	MGI:2150441	Oat<tm1Dva>	MGI:2152722	Oat<+>	involves: 129S7/SvEvBrd # C57BL/6J	no obvious phenotype: no defect detected	29269	TAS					embryogenesis: developmental patterning abnormalities
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:1857124	Akp2<tm1Sor>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	growth/weight abnormality: postnatal	28394	TAS					embryogenesis: embryonic tissue dysmorphology
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:1857124	Akp2<tm1Sor>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	survival: postnatal lethality	28394	TAS					embryogenesis: extraembryonic tissue dysmorphology
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:1857124	Akp2<tm1Sor>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	neurological/behavioral: seizures/epilepsy	28394	TAS					central nervous system: brain dysmorphology
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:1857124	Akp2<tm1Sor>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	metabolism: other metabolic defect	28394	TAS					embryogenesis: no defect detected
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:1857124	Akp2<tm1Sor>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	teeth: tooth dysmorphology	28394	TAS	seen in mice rescued by pryridoxal suplementation				growth/weight abnormality: embryonic
MGI:87983	Akp2	MGI:1857124	Akp2<tm1Sor>	MGI:2152724	Akp2<+>	either: (involves: 129S7/SvEvBrd-Akp2<tm1Sor>) or (involves: 129S7/SvEvBrd # C57BL/6)	no obvious phenotype: no defect detected	28394	TAS					growth/weight abnormality: postnatal
MGI:95522	Fgfr1	MGI:2150650	Fgfr1<tm1Led>	MGI:2150650	Fgfr1<tm1Led>	involves:  129S4/SvJae # NIH Black Swiss	survival: embryonic lethality	22118	TAS					eye: visual defects
MGI:95522	Fgfr1	MGI:2150650	Fgfr1<tm1Led>	MGI:2150650	Fgfr1<tm1Led>	involves:  129S4/SvJae # NIH Black Swiss	embryogenesis: developmental patterning abnormalities	22118	TAS					eye: dysmorphology
MGI:95522	Fgfr1	MGI:2150650	Fgfr1<tm1Led>	MGI:2152730	Fgfr1<+>	involves:  129S4/SvJae # NIH Black Swiss	no obvious phenotype: no defect detected	22118	TAS					eye: corneal or lens defect
MGI:88446	Col11a1	MGI:1856399	Col11a1<cho>	MGI:1856399	Col11a1<cho>	involves:  C57BL/6Fr	survival: perinatal lethality	5198	TAS					eye: no defect detected
